case_number,company_name,clean_name_1,clean_name_2,emp_1_city,emp_1_state,emp_1_zip,scrape_status
25-RC-242242,"IKEA Distribution Services, Inc.",Ikea,,Minooka,IL,60447,
25-RC-244227,Kelly General Construction Company of Decatur,,,Decatur,IL,62526,
25-RC-245218,"KMA Trucking & Excavating, LLC",,,Davenport,IA,52806,
25-RC-246159,"Midwest M & D Services, Inc.",,,Princeton,IL,61356,
25-RC-246477,"Easter Seals Metropolitan Chicago, Inc.",,,Machesney Park,IL,61115,
25-RC-246611,ONE IA Dubuque HIE Management LLC,,,Dubuque,IA,52002,
25-RC-247191,"Axalta Coating Systems USA, LLC, a subsidiary of Axalta Coating Systems, LLC",,,Fort Madison,IA,52627,
25-RC-250155,"Quickway Transportation, Inc.",,,Indianapolis,IN,46239,
25-RC-250580,"Chancellor Health Care of Illinois I, Inc.",,,Crystal Lake,IL,60014,
25-RC-252426,Lawrence Transportation Company,,,Milan,IL,61264,
25-RC-252471,"Al Allsop Construction, Inc. d/b/a Allsop Excavating",,,North Liberty,IN,46554,
25-RC-252745,Green Thumb Industries Inc.,,,Rock Island,IL,61201,
25-RC-254704,"Railcrew Xpress, LLC",,,Lenexa,KS,66215,
25-RC-255852,"MV Transportation, Inc.",,,Decatur,IL,62523,
25-RC-260938,"IKEA Distribution Services, Inc.",Ikea,,Joliet,IL,60433,
25-RC-262150,"Bunge Milling, LLC",,,Worthington,IN,47471,
25-RC-262914,Invenergy Services LLC,,,Marseilles,IL,61341,
25-RC-264702,"Gavilon Grain, LLC",,,Maceo,KY,42355,
25-RC-265109,"JDRC Managed Services, LLC",JDRC,,Lincoln,IL,62656,
25-RC-267772,"Fire Protection Design & Construction, Inc., d/b/a All Fire Solutions, Inc.",,,Greenwood,IN,46143,
25-RC-269753,"Ingersoll-Rand Industrial U.S., Inc.",,,Goshen,IN,46526,
25-RC-272370,"Howmet Castings & Services, Inc.",,,LaPorte,IN,46350,
25-RC-275107,"Commercial Facilities Management, Inc.",,,Fort Wayne,IN,46802,
25-RC-277108,"JDRC Managed Services, LLC",JDRC,,Champaign,IL,61820,
25-RC-278254,"JDRC Managed Services, LLC",JDRC,,South Beloit,IL,61080,
25-RC-284971,PharmaCann Inc. d/b/a Verilife Cannabis Dispensary,,,Ottawa,IL,61350,
25-RC-285715,"Integra Pool Covers, Inc.",,,Burlington,IA,52601,
25-RC-285975,Washington County Rural Telephone Cooperative Inc.,,,New Pekin,IN,47165,
25-RC-287107,Fountainview Laporte Operating LLC dba  Golden LivingCenter – Fountainview Terrace,,,LaPorte,IN,46350,
25-RC-288729,"GTI Clinic-Illinois Holdings, LLC",,,Lake in the Hills,IL,60156,
25-RC-290609,Starbucks Corporation,Starbucks,,Carey,IL,60013,
25-RC-290859,"Ware Crane & Rigging, LLC",,,Belvidere,IL,61008,
25-RC-291174,"Creative Enterprises Crane Rental, Inc. d/b/a Creative Crane & Rigging, Inc.",,,Rockford,IL,61109,
25-RC-292141,"Interstate Power Tools and Machining, Inc. d/b/a Interstate Rentals",,,Valparaiso,IN,46385,
25-RC-295075,The Sherwin-Williams Manufacturing Company,,,Marengo,IL,60152,
25-RC-297034,"The Dispensary, L.L.C.",,,East Dubuque,IL,61025,
25-RC-297432,"First Student, Inc., a division of FirstGroup America, Inc.",Firstgroup,,South Bend,IN,46614,
25-RC-297909,Shino'e Hana LLC‎‎‎‎,,,Springfield,IL,62704,
25-RC-298959,Regal Industrial Midwest LLC,,,Pekin,IL,61554,
25-RC-299162,"Semper Fi Express, LLC",,,Bloomington,IL,61704,
25-RC-299313,"Thoburn Burton Two, Inc. d/b/a 20 Past 4 and More",,,Indianapolis,IN,46220,
25-RC-300014,"CPC Special Logistics East, LLC",,,Rockford,IL,53590,
25-RC-301215,"Lyons Fire and Safety, Inc.",,,Danville,IN,46122,
25-RC-301982,"JDRC Managed Services, LLC",JDRC,,South Beloit,IL,61080,
26-RC-008565,Auto Warehousing Company,,,Spring Hill,TN,37174,
26-RC-008584,"Pride Industries, Inc.",,,Little Rock Air Force Bas,AR,72099,
26-RC-008586,"Pride Industries, Inc.",,,Eglin Air Force Base,FL,32542,
26-RC-008587,Lear Siegler Services Inc.,,,Columbus,MS,39710,
26-RC-008589,"Railcrew Xpress, LLC",,,Lenexa,KS,66219,
26-RC-008593,"American Red Cross, Tennessee Valley Blood Services Region",Red cross,,Nashville,TN,37203,
26-RC-008595,"York Linings International, Inc.",,,Robertsdale,AL,36567,
26-RC-008600,"Sodexo, Inc.",sodexo,,University,MS,38677,
26-RC-008606,Crothall Services Group,Crothall,Compass group,Memphis,TN,38119,
26-RC-008609,R.D. Herbert & Sons Company,,,Nashville,TN,37208,
26-RC-008612,Computer Sciences Corporation,Computer Sciences,,,,,
26-RC-008618,"Vulcan Construction Materials, LP d/b/a Vulcan Materials Company",,,Grand Rivers,KY,42045,
26-RC-008621,"Railcrew Xpress, LLC",,,Lenexa,KS,66219,
26-RC-008625,ARES Protective Services,,,Alexandria,VA,22309,
26-RC-008626,Millenium Security Services,,,Alpharetta,GA,30022,
26-RC-008629,"Advanced Disposal Services ASW, LLC",,,Olive Branch,MS,38654,
26-RC-008636,"Computer Science Corporation (Smyrna, TN)",,,Orlando,FL,32826,
26-RC-008638,"Amisub (SFH), Inc. d/b/a Saint Francis Hosp.",St Francis,Saint Francis,Memphis,TN,38119,
26-RC-063405,Performance of Brentwood LP,,,Brentwood,TN,37027,
26-RC-065389,Labor Management Federal Credit Union,,,Lewisport,KY,42351,
26-RC-066334,Akal Security,,,Santa Cruz,CA,87567,
26-RC-066740,"GGNSC, LLC Springfield LLC d/b/a Golden Living Center - Springfield",Golden Living,,Springfield,TN,37172,
26-RC-067840,GGNSC Springfield LLC d/b/a Golden Living Center-Springfield,Golden Living,,Springfield,TN,37172,
26-RC-084407,DK Construction Company Inc.,,,Calvert City,KY,42029,
26-RC-093953,"Aramark Corporation, Through Its Division, Business Services",Aramark,,Farmington Hills,MI,48331,
27-RC-008534,Longview Fibre Paper and Packaging,,,Spanish Fork,UT,84660,
27-RC-008548,Browns Crew Car of Wyoming d/b/a Railcrew Express,,,Cheyenne,WY,82001,
27-RC-008563,Pitney Bowes Government Solutions,,,Aurora,CO,80011,
27-RC-008564,Alliance Technical Services,,,Norfolk,VA,23517,
27-RC-008566,Dannon Company,,,West Jordan,UT,84081,
27-RC-008573,Walden Security,,,,,,
27-RC-008581,"OCI d/b/a OCI Wyoming, LP",,,Green River,WY,82935,
27-RC-008588,"Baker Concrete Construction, Inc.",,,Aurora,CO,80011,
27-RC-008598,"The Weitz Co., LLC",,,Denver,CO,80237,
27-RC-008609,Aramark @ Coors Field,Aramark,,Denver,CO,80205,
27-RC-008611,"Saunders Construction, Inc.",,,Centennial,CO,80112,
27-RC-008613,Union Taxi Cooperative,,,Englewood,CO,80110,
27-RC-008620,Global Transporation Corp.,,,Commerce City,CO,80022,
27-RC-008621,Owens Illinois Glass Container Inc.,,,Windsor,CO,80550,
27-RC-008624,Pro Build,,,Havre,MT,59501,
27-RC-008625,"Altfillisch Mining Services, Inc.",,,Gillette,WY,82716,
27-RC-008633,JBS Swift,,,Greeley,CO,80631,
27-RC-008634,Public Service Company of Colorado,,,Denver,CO,80202,
27-RC-008635,Kaiser Permanente,Kaiser permanante,Kaiser,Aurora,CO,80231,
27-RC-008637,AEG-Live - Rocky Mountains,,,Denver,CO,80218,
27-RC-008639,Basin Electric Power Cooperative,,,Gillette,WY,82716,
27-RC-008642,Snyder Bakery/Franz Bakery,,,Bellevue,WA,98006,
27-RC-008646,Balfour Beatty Communities,,,Fort Carson,CO,80913,
27-RC-064403,Skyline Graphics Services,,,Palmer Lake,CO,80133,
27-RC-066950,"SKYBEAM, INC.",,,American Fork,UT,84003,
27-RC-070700,"Wyrulec Company, Inc.",,,Lingle,WY,82223,
27-RC-072750,The BOEING COMPANY,Boeing,,Mountain Home Air Fo,ID,83848,
27-RC-078431,Citizens Telecommunications Company of Idaho,,,Homedale,ID,83628,
27-RC-078708,"Clean Harbors Aragonite, LLC.",,,Dugway,UT,84022,
27-RC-089127,"RURAL METRO OF CENTRAL COLORADO, INC.",,,Aurora,CO,80010,
27-RC-091855,"PURPLE COMMUNICATIONS, INC.",,,Denver,CO,80204,
27-RC-097025,"AECOM GOVERNMENT SERVICES, INC.",aecom,,Hill Afb,UT,84056,
27-RC-097624,"Roadlink Workforce Solutions, LLC",,,Aurora,CO,80011,
27-RC-099759,"GEO CORRECTIONS HOLDINGS, INC.",,,Aurora,CO,80010,
27-RC-102605,"DOSS AVIATION, INC.",,,Pueblo,CO,81001,
27-RC-103156,"VEOLIA TRANSPORTATION SERVICES, INC. d/b/a VEOLIA TRANSPORTATION, INC.",veolia,,Englewood,CO,80110,
27-RC-104452,King Soopers,,,LaFayette,CO,80026,
27-RC-104785,"INTRALOT, INC.",,,Boise,ID,83702,
27-RC-105398,"FRESHPOINT DENVER, INC.",,,Denver,CO,80216,
27-RC-107908,"Smith's Food & Drug Centers, Inc.",,,Bountiful,UT,84010,
27-RC-108847,"The Whitestone Group, Inc.",Whitestone,,Salt Lake City,UT,84116,
27-RC-109711,"WinCo Foods, LLC",,,Boise,ID,83716,
27-RC-114954,Simplot Phosphates LLC,,,Rock Springs,WY,82901,
27-RC-118509,"Whayne and Sons Enterprises, Inc., d/b/a Whayne Enterprises",,,Denver,CO,80239,
27-RC-119441,"Community Education Centers, Inc. (CEC)",community education ,CEC,West Caldwell,NJ,7006,
27-RC-119907,"WBI Energy Midstream, LLC",,,Bismark,ND,58506,
27-RC-120455,Northstar Technology Corp.,,,Irvine,CA,92618,
27-RC-123854,Computer Science Corporation (CSC),,,Fort Carson,CO,80902,
27-RC-126023,"Savage Transportation Management, Inc.",,,Salt Lake City,UT,84121,
27-RC-127864,"P.A.E. Government Services, Inc.",,,Fort Carson,CO,80913,
27-RC-130238,The Davey Tree Expert Company,,,Lakewood,CO,80225,
27-RC-134367,"Martin Marietta Materials, Inc.",,,Westminster,CO,80221,
27-RC-135102,United Paradyne Corporation,,,Peterson AFB,CO,80914,
27-RC-155500,Montana Limestone Company,,,Warren,MT,59014,
27-RC-157018,"Food Services of America, Inc.",,,Meridian,ID,83642,
27-RC-162136," EmpRes at Cheyenne, L.L.C.",,,Cheyenne,WY,82001,
27-RC-162657,Public Service Company of Colorado,,,Denver,CO,80202,
27-RC-162959,Vail Resorts,,,Park City,UT,84060,
27-RC-171685,"Powder Monarch, LLC d/b/a Monarch Mountain",,,Monarch,CO,81227,
27-RC-172512,Turner Construction Company,,,Greenwood Village,CO,80111,
27-RC-176600,"Altech Services, Inc.",,,Denver,CO,80216,
27-RC-177348,"UNF West Inc. and UNF West, Inc. and Albert's Organics, Inc., joint employers",,,Aurora,CO,80011,
27-RC-181922,"EMCOR Facilities Services, Inc. d/b/a Viox Services",emcor,,Windsor,CO,80550,
27-RC-184883,Savage Services Corporation,,,Pueblo,CO,81006,
27-RC-190703,"Abraxas Energy Consulting, LLC",,,Fort Collins,CO,80521,
27-RC-190785,"Allied Waste Transportation, Inc. d/b/a Republic Services of Denver",republic services,,Commerce City,CO,80022,
27-RC-191234,"CSRA, Inc.",CSRA,,West Jordan,UT,84084,
27-RC-195781,Fred Emich Company Inc. d/b/a Emich Volkswagon,,,Denver,CO,80246,
27-RC-200433,"Lamb Weston Holdings, Inc.",,,Twin Falls,ID,83301,
27-RC-205940,"Rocky Mountain Planned Parenthood, Inc. d/b/a PPRM",Planned parenthood,,Denver,CO,80207,
27-RC-206525,Bechtel Marine Propulsion Corporation,,,Blackfoot,ID,83221,
27-RC-207106,"Professional Transit Management, LTD",,,Boise,ID,83705,
27-RC-208887,"Abraxas Energy Consulting, LLC",,,Fort Collins,CO,80521,
27-RC-211125,"PKL Services, Inc.",,,Mountain Home AFB,ID,83648,
27-RC-217503,The Kroger Co. d/b/a Kroger-Mountain View Foods,,,Denver,CO,80239,
27-RC-219541,"LeGrand Johnson Construction, a Kilgore Company",,,Moab,UT,84532,
27-RC-223688,"Safeway, Inc.",,,Montrose,CO,81401,
27-RC-224441,"Paragon Systems, Inc.",paragon ,,Herndon,VA,20171,
27-RC-224442,Ciner WY LLC,,,Green River,WY,82935,
27-RC-225665,"PKL Services, Inc.",,,Mountain Home AFB,ID,83648,
27-RC-225667,JPS Engineering Corp.,,,Mountain Home AFB,ID,83648,
27-RC-226559,Swift Beef Company,,,Greely,CO,80632,
27-RC-231097,"Asahi Refining USA, Inc.",,,West Valley,UT,84120,
27-RC-235247,"Food Services of America, Inc.",,,Meridian,ID,83642,
27-RC-237278,"Spectrum Healthcare Resources, Inc.",,,Fort Carson,CO,80913,
27-RC-237284,"Magellan Healthcare, Inc.",,,Fort Carson,CO,80913,
27-RC-240801,Lockheed Martin Rotary Mission Systems (RMS),Lockheed,,Hill AFB,UT,84056,
27-RC-241063,"BAE Systems Technology Solutions & Services, Inc.",,,Eglin AFB,FL,32542,
27-RC-242528,Lockheed Martin Rotary Mission Systems (RMS),Lockheed,,Hill AFB,UT,84056,
27-RC-254154,Atco Structures & Logistics (USA) Inc.,,,Pocatello,ID,83201,
27-RC-254792,"Scaffold Rental and Erection Services, LLC",,,Port Allen,LA,70767,
27-RC-257463,"Triple Canopy, Inc.",triple canopy,,Lakewood,CO,80235,
27-RC-261502,Mile High Medical Cannabis LLC d/b/a Lit Dispensary,,,Lakewood,CO,80228,
27-RC-263167,"R L Piping and Metal Fabrication, LLC",,,Star,ID,83669,
27-RC-269701,"Prairie Mountain Publishing Company, LLP d/b/a The Loveland Reporter-Herald",,,Berthoud,CO,80513,
27-RC-271418,Hussmann Services Corporation,,,Bolingbrook,IL,60440,
27-RC-281285,Cooper and Turner Manufacturing,,,Pueblo,CO,81006,
27-RC-282916,"Grocery Delivery E-Services USA, Inc. d/b/a Hello Fresh/Green Chef",,,,,,
27-RC-288318,Starbucks Corporation,Starbucks,,Louisville,CO,80027,
27-RC-289451,"GEO Secure Services, LLC",,,Aurora,CO,80010,
27-RC-291685,"Asplundh Tree Experts, LLC",Asplundh Tree,,Golden,CO,80403,
27-RC-295353,Longmont Assisted Living LLC d/b/a The Bridge at Longmont,,,Longmont,CO,80501,
27-RC-296713,"Paragon Systems, Inc.",paragon ,,Salt Lake City,UT,84103,
27-RC-298609,"Chenega Global Protection, LLC",Chenega,Chenega Security,Fort Collins,CO,80521,
27-RC-302081,"Triple Canopy, Inc.",triple canopy,,Lakewood,CO,80235,
27-RC-303795,"Proximo Distillers, LLC d/b/a Stranahan's Colorado Whiskey",,,Denver,CO,80223,
27-RC-307610,"Transit Management of Canyon County, Inc., a wholly owned subsidiary of First Transit, Inc.",First Transit,,Caldwell,ID,83607,
28-RC-006589,Catholic Healthcare West d/b/a St. Rose Dominican Hospitals,,,San Francisco,CA,94107,
28-RC-006626,"AKAL Security, Inc.",,,Santa Cruz,CA,87567,
28-RC-006632,"Veolia Transportation Services, Inc.",veolia,,Tempe,AZ,85281,
28-RC-006635,Planet Hollywood Hotel and Casino,Hollywood Casino,,Las Vegas,NV,89109,
28-RC-006641,"Akima Intra-Data, LLC",Akima,,Tucson,AZ,85707,
28-RC-006643,"The J Diamond Group, Inc.",,,Dallas,TX,75240,
28-RC-006648,"M1 Support Services, LP",,,Denton,TX,76201,
28-RC-006651,Lucky Cab Company,,,,,,
28-RC-006659,"First Transit, Inc.",First Transit,,North Las Vegas,NV,89032,
28-RC-006662,Americanos U.S.A. LLC,,,El Paso,TX,79901,
28-RC-006663,Lockheed Martin Corporation,Lockheed,,Davis Monthan Air Fo,AZ,85707,
28-RC-006671,"Veolia Transportation Services, Inc.",veolia,,Mesa,AZ,85215,
28-RC-006673,"Alcal Arcade Contracting, Inc.",,,Henderson,NV,89014,
28-RC-006677,"Veolia Transportation Services, Inc.",veolia,,Mesa,AZ,85215,
28-RC-006679,CSC Applied Technology LLC,,,Nellis Afb,NV,89191,
28-RC-006682,"Americanos U.S.A., LLC",,,El Paso,TX,79901,
28-RC-006683,CSC Applied Technology LLC,,,Nellis Afb,NV,89191,
28-RC-006685,"CEMEX Contruction Materials South, LLC",,,Flagstaff,AZ,86004,
28-RC-006698,MountainView Hospital,,,,,,
28-RC-006700,"Aramark Uniform & Career Apparel, LLC",Aramark,,Phoenix,AZ,85009,
28-RC-006709,First Transit,First Transit,,North Las Vegas,NV,89032,
28-RC-006711,"Veolia Transportation Service, Inc.",veolia,,Tempe,AZ,85280,
28-RC-006713,"Defense Support Services, L.L.C.",defense support,ds2,Greenville,SC,29615,
28-RC-006716,"First Transit, Inc. ",First Transit,,North Las Vegas,NV,89032,
28-RC-006717,Henkels & McCoy,,,Boulder City,NV,89006,
28-RC-006718,Henkels & McCoy,,,Boulder City,NV,89006,
28-RC-006719,Imperial Palace Las Vegas,,,North Las Vegas,NV,89084,
28-RC-006720,Henkels & McCoy,,,Boulder City,NV,89006,
28-RC-006721,"Medco Health, LLC",,,,,,
28-RC-006722,Los Alamos Medical Center,,,,,,
28-RC-006723,Retail Clean Management Systems,,,,,,
28-RC-006724,"Defense Support Services, L.L.C.",defense support,ds2,Fort Huachuca,AZ,85613,
28-RC-006725,"URS Federal Support Services, Inc.",URS Federal,,Marana,AZ,85653,
28-RC-006726,Veolia Transportation Services,veolia,,Tempe,AZ,85281,
28-RC-006727,L-3 Communications,L-3,,Creech Air Force Bas,NV,89018,
28-RC-006732,Defense Support Services LLC,defense support,ds2,El Paso,TX,79906,
28-RC-006734,"Ace Cleaning Services, Inc., and Genesis Total Management, Inc.",,,El Paso,TX,79924,
28-RC-006737,URS,,,Holloman Air Force Base,NM,88330,
28-RC-006744,Doyon-AKAL JV,,,El Paso,TX,79925,
28-RC-006746,"AC First, LLC",,,Ft Bliss,TX,79916,
28-RC-006748,"AC First, LLC",,,Ft Bliss,TX,79916,
28-RC-006750,Alternate Concepts Inc.,,,Phoenix,AZ,85034,
28-RC-006756,"Bada Bing Bakery, L.L.C. d/b/a Chompie's Baking Company",DSC ,D S C ,Phoenix,AZ,85034,
28-RC-006762,Planet Hollywood Hotel & Casino,Hollywood Casino,,Las Vegas,NV,89109,
28-RC-006764,"Defense Support Services, L.L.C.",defense support,ds2,Yuma,AZ,85366,
28-RC-006766,Lucky Cab Company,,,Las Vegas,NV,89118,
28-RC-006772,Hospital Housekeeping Systems,,,El Paso,TX,79902,
28-RC-006773,Yellow Pages.com (AT&T Advertising Solutions),,,Gold River,CA,95670,
28-RC-006774,"Garda World Security Corporation d/b/a Garda CL Atlantic, Inc.",garda CL,,Las Vegas,NV,89104,
28-RC-006777,"First Transit, Inc.",First Transit,,North Las Vegas,NV,89032,
28-RC-060356,"TAMCO USA, Inc.",,,Phoenix,AZ,85031,
28-RC-060802,Sequoia Electric Co.,,,Las Vegas,NV,89108,
28-RC-061886,"Northrop Grumman Technical Services, Inc.",Northrop Grumman,,Yuma,AZ,85364,
28-RC-068102,"Skookum Educational Programs, Inc.",,,White Sands Missile Range,NM,88002,
28-RC-069741,Lockheed Martin Corporation d/b/a Lockheed Martin Global Training & Logistics,Lockheed,,Cannon Afb,NM,88103,
28-RC-071719,Asplundh Tree Expert Co.,Asplundh Tree,,Las Cruces,NM,88005,
28-RC-071755,L-3 COMMUNICATIONS CORPORATION,L-3,,Nellis Afb,NV,89191,
28-RC-072171,"Ramcor Services Group, Inc.",,,Artesia,NM,88210,
28-RC-074073,"Trailboss-NV, LLC",,,Anchorage,AK,99501,
28-RC-074676,"American Medical Response Ambulance Service, Inc.",american medical response,,Las Cruces,NM,88005,
28-RC-075661,"Delaware Resource Group of Oklahoma, LLC (DRG)",,,Anderson,IN,46012,
28-RC-076765,Harrah's Imperial Palace Corporation,Harrah's,,Las Vegas,NV,89109,
28-RC-077715,"First Transit, Inc.",First Transit,,Yuma,AZ,85365,
28-RC-079901,Sylvania Lighting Services Corp.,,,Las Vegas,NV,89139,
28-RC-080331,"CS Construction, Inc.",,,Phoenix,AZ,85027,
28-RC-080740,"Encore Productions, Inc.",,,Las Vegas,NV,89118,
28-RC-083640,Chugach Management Services,,,Kirtland Air Force B,NM,87117,
28-RC-084408,"Balfour Beatty Communities, LLC",,,Fort Bliss,TX,79906,
28-RC-084695,"Western Refining Wholesale, Inc.",,,El Paso,TX,79922,
28-RC-086943,"Planet Hollywood (LV), LLC d/b/a Planet Hollywood Hotel and Casino",Hollywood Casino,,Las Vegas,NV,89109,
28-RC-088270,Chugach Management Services,,,Kirtland Air Force B,NM,87117,
28-RC-088567,"R/M Arizona Holding, Inc., d/b/a Lifestar EMS",,,Mesa,AZ,85201,
28-RC-089010,Ecolab Pest Elimination,,,Albuquerque,NM,87120,
28-RC-089527,"Durham School Services, LP",Durham School,,Albuquerque,NM,87123,
28-RC-090951,"SOURCE INTERLINK DISTRIBUTION, LLC",,,Las Vegas,NV,89115,
28-RC-091193,Chugach Management Services JV,,,Kirtland Air Force B,NM,87117,
28-RC-091492,"AC First, LLC",,,Fort Bliss,TX,79916,
28-RC-093179,"Gunderson Rail Services, LLC d/b/a Greenbrier Rail Services",,,TUCSON,AZ,85713,
28-RC-093861,Arizona Public Service Company,,,Tonopah,AZ,85354,
28-RC-094441,"Order Inn, Inc.",,,Las Vegas,NV,89103,
28-RC-097030,"Mirage Hotel and Casino, d/b/a The Mirage",,,Las Vegas,NV,89109,
28-RC-097081,"Priority Cooling, LLC and Ramirez Harvest Company, Inc. d/b/a Liberty Staffing, as Joint Employers",,,SALINAS,CA,93901,
28-RC-097110,"Defense Contract Services, Inc. (DCSI)",,,Ft Bliss,TX,79906,
28-RC-100030,"New York New York Hotel , LLC d/b/a New York New York Hotel and Casino",,,Las Vegas,NV,89109,
28-RC-102830,"PTS of America, LLC",,,Nashville,TN,37212,
28-RC-103340,"Penske Truck Leasing Co., L.P.",Penske,,LAKE BLUFF,IL,60044,
28-RC-104137,"DARLING INTERNATIONAL, INC.",,,North Las Vegas,NV,89081,
28-RC-104563,"MGM Grand Hotel, LLC dba MGM Grand",MGM,Empire City Casino,North Las Vegas,NV,89030,
28-RC-105274,New Castle Corp. d/b/a Excalibur Hotel and Casino,,,Las Vegas,NV,89109,
28-RC-107123,"City Center Hotel and Casino, LLC d/b/a Aria Resort and Casino",,,Las Vegas,NV,89158,
28-RC-109612,CSC Electric LLC,,,Peoria,AZ,85345,
28-RC-110948,"Balfour Beatty Communities, LLC",,,Fort Bliss,TX,79906,
28-RC-111976,"ACE Cleaning Services, Inc",,,EL PASO,TX,79904,
28-RC-112767,"Guitar Center Stores, Inc.",,,Las Vegas,NV,89119,
28-RC-113066,"Flamingo Las Vegas Operating Company, LLC d/b/a Flamingo Las Vegas",,,South Las Vegas,NV,89109,
28-RC-113647,"Sub-Zero Group, Inc",,,PHOENIX,AZ,85009,
28-RC-117865,"US Foods, Inc. d/b/a Stock Yards Meat Packing Company",US Foods,,Phoenix,AZ,85043,
28-RC-123122,"ONE CALL LOCATORS, LTD d/b/a ELM LOCATING & UTILITY SERVICES",,,Phoenix,AZ,85027,
28-RC-123724,E.I. du Pont de Nemours and Company,,,El Paso,TX,79905,
28-RC-124054,"Doyon-Akal JV II, LLC",,,El Paso,TX,79925,
28-RC-124747,"Spoonful Management LV, LLC",,,Los Angeles,CA,90048,
28-RC-125162,"URS Federal Services, Inc.",URS Federal,,LAS VEGAS,NV,89119,
28-RC-125884,"FLAMINGO CERP MANAGER, LLC ON BEHALF OF FLAMINGO LAS VEGAS OPERATING COMPANY, LLC d/b/a LAMINGO LAS VEGAS",,,Las Vegas,NV,89109,
28-RC-128840,"Aria Resort Hotel & Casino, LLC d/b/a Aria Resort and Casino",,,Las Vegas,NV,89109,
28-RC-129570,"FHI Plant Services, Inc.",,,Fruitland,NM,87416,
28-RC-130331,"ASI OPERATIONS, LLC a subsidiary of ABENGOA SOLAR, LLC",,,Gila Bend,AZ,85337,
28-RC-131139,CLA INC. d/b/a SUPERIOR AMBULANCE OF ROSWELL,,,Albuquerque,NM,87120,
28-RC-131808,"Transportation Concepts, Inc.",,,Las Vegas,NV,89118,
28-RC-132664,"Paragon Systems, Inc.",paragon ,,Hendon,VA,20171,
28-RC-133142,"Sonoran Technology & Professional Services, LLC and Crew Training International, Inc.",,,Holloman Air Force Base,NM,88311,
28-RC-134090,"URS Federal Services, Inc.",URS Federal,,LAS VEGAS,NV,89119,
28-RC-135771,Rialto Theatre Foundation,,,Tucson,AZ,85701,
28-RC-136232,"Soaring Heights Communities, LLC",,,Salem,OR,97304,
28-RC-136821,"Lockheed Martin Training Solutions, Inc.",Lockheed,,Fort Worth,TX,76101,
28-RC-136834,"Redi Solutions, LLC dba Redi Insulation",,,Murray,UT,84107,
28-RC-137197,"ABM Facility Services, Inc.",abm security,abm,Phoenix,AZ,85043,
28-RC-140416,"Chenega Integrated Mission Support, LLC",Chenega,Chenega Security,Anchorage,AK,99503,
28-RC-140664,"URS Federal Services, Inc.",URS Federal,,Cape Canaveral,FL,32920,
28-RC-145542,Defense Support Services LLC (DS2),defense support,ds2,Holloman Air Force Base,NM,88330,
28-RC-146696,"Global Logistics Support Services, Inc.",,,Yuma,AZ,85365,
28-RC-146775,LOGMET LLC,,,Yuma,AZ,85365,
28-RC-147396,"J. R. Simplot Company d/b/a Simplot Silica Products, Inc.",,,Overton,NV,89040,
28-RC-148241,"The Whitestone Group, Inc.",Whitestone,,Columbus,OH,43219,
28-RC-149079,The Tatitlek Corporation,,,Anchorage,AK,99503,
28-RC-150855,"GNLV Corp., d/b/a Golden Nugget Las Vegas",,,Las Vegas,NV,89101,
28-RC-152809,"Balfour Beatty Communities, LLC",,,,,,
28-RC-154083,THE MIRAGE CASINO-HOTEL d/b/a THE MIRAGE,,,Las Vegas,NV,89109,
28-RC-154389,"Tunista Services, LLC",,,Gila Bend,AZ,85337,
28-RC-154842,"CPC Parts Delivery, LLC.",,,Tolleson,AZ,85353,
28-RC-156278,"URS Federal Services, Inc.",URS Federal,,Cape Canaveral,FL,32920,
28-RC-156969,"3535 LV NEWCO, LLC D/B/A THE LINQ HOTEL & CASINO",,,Las Vegas,NV,89109,
28-RC-157201,The Chemours Company,,,El Paso,TX,79905,
28-RC-157323,786  TRAX INTERNATIONAL CORPORATION,,,Yuma,AZ,85367,
28-RC-157329,Pacific Architects and Engineers Inc.,,,Fort Worth,TX,76109,
28-RC-157464,Bionetics Corporation,,,Tucson,AZ,85707,
28-RC-162544,Mandalay Corp. d/b/a Mandalay Bay Resort & Casino,,,Las Vegas,NV,89119,
28-RC-162759,The Mirage Casino-Hotel d/b/a Mirage Las Vegas,,,Las Vegas,NV,89109,
28-RC-163899,"The Crystals at City Center Management, LLC",,,Las Vegas,NV,89158,
28-RC-165660,"MGM GRAND HOTEL, LLC d/b/a MGM GRAND",MGM,Empire City Casino,Las Vegas,NV,89109,
28-RC-166316,"URS Federal Services, Inc.",URS Federal,,Newport News,VA,23606,
28-RC-167095,"R/M ARIZONA HOLDINGS, INC., D/B/A CANYON STATE AMBULANCE, D/B/A PAYSON MEDICAL TRANSPORT, D/B/A LIFESTAR E.M.S",M M Transport,,Payson,AZ,85541,
28-RC-167249,"One Call Locators, LTD d/b/a ELM Locating & Utility Services",,,Las Vegas,NV,89118,
28-RC-168579,"New York New York Hotel, LLC d/b/a New York New York Hotel and Casino",,,Las Vegas,NV,89109,
28-RC-169431,"The Whitestone Group, Inc.",Whitestone,,Columbus,OH,43219,
28-RC-172590,"Jetstream Ground Services, Inc.",,,Phoenix,AZ,85034,
28-RC-173176,Vdara Hotel & Spa,,,Las Vegas,NV,89158,
28-RC-178880,"American Medical Response of Maricopa, L.L.C.",american medical response,,Tempe,AZ,85281,
28-RC-179033,"URS Federal Services, Inc.",URS Federal,,Newport News,VA,23606,
